Mod:Item:MetaData, Localized Name
TwilightForest:item.arcticPlate, Arctic Jacket
TwilightForest:item.arcticLegs, Arctic Leggings
TwilightForest:item.arcticBoots, Arctic Boots
TwilightForest:item.magicBeans, Magic Beans
TwilightForest:item.giantPick, Giant's Pickaxe
TwilightForest:item.giantSword, Giant's Sword
TwilightForest:item.tripleBow, Tri-bow
TwilightForest:item.seekerBow, Seeker Bow
TwilightForest:item.iceBow, Ice Bow
TwilightForest:item.enderBow, Ender Bow
TwilightForest:item.iceSword, Ice Sword
TwilightForest:item.glassSword, Glass Sword
TwilightForest:item.knightmetalRing, Knightmetal Loop
TwilightForest:item.chainBlock, Block and Chain
TwilightForest:item.cubeTalisman, Talisman of the Cube
TwilightForest:item.cubeOfAnnihilation, Cube of Annihilation
chisel:upgrade:0, Speed Upgrade
chisel:upgrade:1, Automation Upgrade
chisel:upgrade:2, Stack Upgrade
chisel:upgrade:3, Reversion Upgrade
chisel:ballomoss, Ball O' Moss
chisel:chisel, item.null.name
chisel:diamondChisel, item.null.name
chisel:obsidianChisel, item.null.name
chisel:cloudinabottle, Cloud In A Bottle
chisel:smashingrock, Smashing Rock
chocolateQuest:pickaxeMagic, item.pickaxeMagic.name
chocolateQuest:mobToSpawner,  Mob To Spawner
chocolateQuest:rustedDagger,  Rusted Dagger
chocolateQuest:rustedBigSword,  Rusted Greatsword
chocolateQuest:rustedSpear,  Rusted Spear
chocolateQuest:rustedSwordAndShied,  Rusted Sword & Shield
chocolateQuest:hookSword,  Hooksword
chocolateQuest:ironSwordAndShield,  Iron Sword & Shield
chocolateQuest:diamondSwordAndShield,  Diamond Sword & Shield
chocolateQuest:moonSword,  Moonlight
chocolateQuest:defenseSword,  Morning Shine
chocolateQuest:walkerSword,  Walker Sword
chocolateQuest:swordTurtle,  Turtle Sword & Shield
chocolateQuest:swordSpider,  Spider Sword & Shield
chocolateQuest:swordShiedMonking,  Monking Sword & Shield
chocolateQuest:daggerIron,  Iron Dagger
chocolateQuest:daggerDiamond,  Diamond Dagger
chocolateQuest:pirateDagger,  Trickster Dagger
chocolateQuest:ninjaDagger,  Ninja Dagger
chocolateQuest:daggerMonking,  Monking Dagger
chocolateQuest:spearIron,  Iron Spear
chocolateQuest:spearDiamond,  Diamond Spear
chocolateQuest:spearGun,  Gun Spear
chocolateQuest:dwarfSpear,  Fire Spear
chocolateQuest:bigswordIron,  Iron Greatsword
chocolateQuest:bigswordDiamond,  Diamond Greatsword
chocolateQuest:bigSwordBull,  Bull Greatsword
chocolateQuest:swordMonking,  Monking Greatsword
chocolateQuest:banner:0, Banner
chocolateQuest:banner:1, Banner
chocolateQuest:banner:2, Banner
chocolateQuest:banner:3, Banner
chocolateQuest:banner:4, Banner
chocolateQuest:banner:5, Banner
chocolateQuest:banner:6, Banner
chocolateQuest:banner:7, Banner
chocolateQuest:banner:8, Banner
chocolateQuest:banner:9, Banner
chocolateQuest:banner:10, Banner
chocolateQuest:banner:11, Banner
chocolateQuest:banner:12, Banner
chocolateQuest:banner:13, Banner
chocolateQuest:banner:14, Banner
chocolateQuest:banner:15, Banner
chocolateQuest:banner:16, Banner
chocolateQuest:shield:0, Shield
chocolateQuest:shield:1, Shield
chocolateQuest:shield:2, Shield
chocolateQuest:shield:3, Shield
chocolateQuest:shield:4, Shield
chocolateQuest:shield:5, Shield
chocolateQuest:shield:6, Shield
chocolateQuest:shield:7, Shield
chocolateQuest:shield:8, Shield
chocolateQuest:shield:9, Shield
chocolateQuest:shield:10, Shield
chocolateQuest:shield:11, Shield
chocolateQuest:shield:12, Shield
chocolateQuest:shield:13, Shield
chocolateQuest:shield:14, Shield
chocolateQuest:shield:15, Shield
chocolateQuest:shield:16, Shield
chocolateQuest:shield:17, Shield
chocolateQuest:shield:18, Shield
chocolateQuest:shield:19, Shield
chocolateQuest:shield:20, Shield
chocolateQuest:dragonHelmet,  Dragon Helmet
chocolateQuest:scouter,  Scouter
chocolateQuest:witchHat,  Witch Hat
chocolateQuest:cloudBoots,  Cloud Boots
chocolateQuest:kingArmor,  King Armor
chocolateQuest:slimeHelmet,  Slime Helmet
chocolateQuest:slimePlate,  Slime Plate
chocolateQuest:slimePants,  Slime Pants
chocolateQuest:slimeBoots,  Slime Boots
chocolateQuest:turtleHelmet,  Turtle Helmet
chocolateQuest:turtlePlate,  Turtle Plate
chocolateQuest:turtlePants,  Turtle Pants
chocolateQuest:turtleBoots,  Turtle Boots
chocolateQuest:bullHelmet,  Bull Helmet
chocolateQuest:bullPlate,  Bull Plate
chocolateQuest:bullPants,  Bull Pants
chocolateQuest:bullBoots,  Bull Boots
chocolateQuest:spiderHelmet,  Spider Helmet
chocolateQuest:spiderPlate,  Spider Plate
chocolateQuest:spiderPants,  Spider Pants
chocolateQuest:spiderBoots,  Spider Boots
chocolateQuest:diamondHeavyHelmet,  Heavy Diamond Helmet
chocolateQuest:diamondHeavyPlate,  Heavy Diamond Plate
chocolateQuest:diamondHeavyPants,  Heavy Diamond Pants
chocolateQuest:diamondHeavyBoots,  Heavy Diamond Boots
chocolateQuest:ironHeavyHelmet,  Heavy Iron Helmet
chocolateQuest:ironHeavyPlate,  Heavy Iron Plate
chocolateQuest:ironHeavyPants,  Heavy Iron Pants
chocolateQuest:ironHeavyBoots,  Heavy Iron Boots
chocolateQuest:inquisitionHelmet,  Inquisition Helmet
chocolateQuest:inquisitionPlate,  Inquisition Plate
chocolateQuest:inquisitionPants,  Inquisition Pants
chocolateQuest:inquisitionBoots,  Inquisition Boots
chocolateQuest:diamondColoredHelmet,  Diamond Helmet
chocolateQuest:diamondColoredPlate,  Diamond Plate
chocolateQuest:diamondColoredPants,  Diamond Pants
chocolateQuest:diamondColoredBoots,  Diamond Boots
chocolateQuest:ironColoredHelmet,  Iron Helmet
chocolateQuest:ironColoredPlate,  Iron Plate
chocolateQuest:ironColoredPants,  Iron Pants
chocolateQuest:ironColoredBoots,  Iron Boots
chocolateQuest:mageRobe,  Mage Robe
chocolateQuest:staffLife,  Healing Staff
chocolateQuest:staffPhysic,  Nature Staff
chocolateQuest:staffMagic,  Magic Staff
chocolateQuest:staffFire,  Fire Staff
chocolateQuest:staffBlast,  Thunder Staff
chocolateQuest:staffLight,  Light Staff
chocolateQuest:spell:0, Projectile
chocolateQuest:spell:1, Tracker
chocolateQuest:spell:2, Boomerang
chocolateQuest:spell:3, Area
chocolateQuest:spell:4, Teleport
chocolateQuest:spell:5, Spray
chocolateQuest:spell:6, Tornado
chocolateQuest:spell:7, Vampiric
chocolateQuest:spell:8, Shield
chocolateQuest:spell:9, Storm
chocolateQuest:spell:10, Beam
chocolateQuest:spell:11, Charged Projectile
chocolateQuest:spell:12, Explosive Projectile
chocolateQuest:spell:13, Meteorite
chocolateQuest:spell:14, Magic Prison
chocolateQuest:spell:15, Repel
chocolateQuest:spell:16, Leap
chocolateQuest:spell:17, Heal
chocolateQuest:spell:18, Bubble shield
chocolateQuest:spell:19, Mine
chocolateQuest:spell:20, Tunneler
chocolateQuest:spell:21, Summon Elemental
chocolateQuest:spell:22, Summon Elemental Golem
chocolateQuest:spell:23, item.spell_elemental_hound.name
chocolateQuest:healingPotion:0, Healing Potion 
chocolateQuest:potionsBag,  Alchemy Bag
chocolateQuest:revolver,  Revolver
chocolateQuest:mecha,  Mecha Golem
chocolateQuest:mechaHeavy,  Heavy Mecha Golem
chocolateQuest:golemUpgrade:0, Armor Upgrade
chocolateQuest:golemUpgrade:1, Electric Field Upgrade
chocolateQuest:golemUpgrade:2, Barrier Upgrade
chocolateQuest:golemUpgrade:3, Support Fire Upgrade
chocolateQuest:golemUpgrade:4, Auto Repair Upgrade
chocolateQuest:golemGun,  Gun
chocolateQuest:golemFlameThrower,  Flamethrower
chocolateQuest:golemRailGun,  Rifle
chocolateQuest:golemCannon,  Cannon
chocolateQuest:golemBubbleCannon,  Bubble Cannon
chocolateQuest:golemMachineGun,  MachineGun
chocolateQuest:ammoLoader,  Ammo Loader
chocolateQuest:bullet:0, Iron Bullet
chocolateQuest:bullet:1, Gold Bullet
chocolateQuest:bullet:2, Fire Bullet
chocolateQuest:bullet:3, Magic Bullet
chocolateQuest:bullet:4, Cannon Bullet
chocolateQuest:material:0, item.hammer.name
chocolateQuest:material:1, Turtle Scale
chocolateQuest:material:2, Bull Leather
chocolateQuest:material:3, Slime Ball
chocolateQuest:material:4, Spider Leather
chocolateQuest:material:5, Monking Bone
chocolateQuest:material:6, Giant Spider Poison
chocolateQuest:material:7, Bull Horn
chocolateQuest:cursedBone,  Cursed Bone
chocolateQuest:hookshoot,  Hookshoot
chocolateQuest:longshoot,  Longshoot
chocolateQuest:manualshoot,  Manualhook
chocolateQuest:spiderhook,  Spiderhook
chocolateQuest:pathMarker,  Path Marker
chocolateQuest:controller,  Mercenary Controller
chocolateQuest:controllerTeam,  Point Marker
chocolateQuest:soulBottle,  Soul in a bottle
chocolateQuest:badge,  Badge
chocolateQuest:musket,  Musket
chocolateQuest:shotgun,  Shotgun
chocolateQuest:battle_axe_bull,  Bull Horn Battle Axe
chocolateQuest:teleportStone:0, Teleport Stone
chocolateQuest:teleportStone:1, Teleport Stone
chocolateQuest:teleportStone:2, Teleport Stone
chocolateQuest:teleportStone:3, Teleport Stone
chocolateQuest:teleportStone:4, Teleport Stone
chocolateQuest:teleportStone:5, Teleport Stone
chocolateQuest:teleportStone:6, Teleport Stone
chocolateQuest:teleportStone:7, Teleport Stone
chocolateQuest:teleportStone:8, Teleport Stone
chocolateQuest:teleportStone:9, Teleport Stone
chocolateQuest:teleportStone:10, Teleport Stone
chocolateQuest:teleportStone:11, Teleport Stone
chocolateQuest:teleportStone:12, Teleport Stone
chocolateQuest:teleportStone:13, Teleport Stone
chocolateQuest:teleportStone:14, Teleport Stone
chocolateQuest:teleportStone:15, Teleport Stone
chocolateQuest:teleportStone:0, Teleport Stone
chocolateQuest:miningDisruptor,  Mining Disruptor
chocolateQuest:elementStone:0, Element Stone: Physic
chocolateQuest:elementStone:1, Element Stone: Magic
chocolateQuest:elementStone:2, Element Stone: Thunder
chocolateQuest:elementStone:3, Element Stone: Fire
chocolateQuest:elementStone:4, Element Stone: Light
chocolateQuest:spearSpider,  Spider Spear
chocolateQuest:backpack,  BackPack
chocolateQuest:mageHood,  Mage Hood
chocolateQuest:mageJacket,  Mage Jacket
chocolateQuest:mageSkirt,  Mage Skirt
chocolateQuest:mageBoots,  Mage Boots
customnpcs:npcWand, Npc Wand
customnpcs:npcMobCloner, Mob Cloner
customnpcs:npcScripter, Scripter
customnpcs:npcMovingPath, Npc Pather
customnpcs:npcMounter, Mounter
customnpcs:npcTeleporter, Teleporter
customnpcs:npcSoulstoneEmpty, Soulstone Empty
customnpcs:npcSoulstoneFilled, Soulstone Filled
customnpcs:npcBanjo, Banjo
customnpcs:npcViolin, Violin
customnpcs:npcViolinBow, Violin Bow
customnpcs:npcHarp, Harp
customnpcs:npcGuitar, Guitar
customnpcs:npcFrenchHorn, French Horn
customnpcs:npcOcarina, Ocarina
customnpcs:npcClarinet, Clarinet
customnpcs:npcWoodenGun, Wooden Gun
customnpcs:npcWoodenBullet, Wooden Bullet
customnpcs:npcStoneGun, Stone Gun
customnpcs:npcStoneBullet, Stone Bullet
customnpcs:npcIronGun, Iron Gun
customnpcs:npcIronBullet, Iron Bullet
customnpcs:npcGoldGun, Golden Gun
customnpcs:npcGoldenBullet, Golden Bullet
customnpcs:npcDiamondGun, Diamond Gun
customnpcs:npcDiamondBullet, Diamond Bullet
customnpcs:npcBronzeGun, Bronze Gun
customnpcs:npcBronzeBullet, Bronze Bullet
customnpcs:npcEmeraldGun, Emerald Gun
customnpcs:npcEmeraldBullet, Emerald Bullet
customnpcs:npcMachineGun, Machine Gun
customnpcs:npcBlackBullet, Black Bullet
customnpcs:npcWoodenTrident, Wooden Trident
customnpcs:npcStoneTrident, Stone Trident
customnpcs:npcIronTrident, Iron Trident
customnpcs:npcGoldTrident, Golden Trident
customnpcs:npcDiamondTrident, Diamond Trident
customnpcs:npcBronzeTrident, Bronze Trident
customnpcs:npcEmeraldTrident, Emerald Trident
customnpcs:npcCursedTrident, Cursed Trident
customnpcs:npcDemonicTrident, Demonic Trident
customnpcs:npcFrostTrident, Frost Trident
customnpcs:npcMithrilTrident, Mithril Trident
customnpcs:npcNatureSpell, Nature Spell
customnpcs:npcArcaneSpell, Arcane Spell
customnpcs:npcLightningSpell, Lightning Spell
customnpcs:npcIceSpell, Ice Spell
customnpcs:npcFireSpell, Fire Spell
customnpcs:npcDarkSpell, Dark Spell
customnpcs:npcHolySpell, Holy Spell
customnpcs:npcOrb:0, Orb
customnpcs:npcOrb:1, Orb
customnpcs:npcOrb:2, Orb
customnpcs:npcOrb:3, Orb
customnpcs:npcOrb:4, Orb
customnpcs:npcOrb:5, Orb
customnpcs:npcOrb:6, Orb
customnpcs:npcOrb:7, Orb
customnpcs:npcOrb:8, Orb
customnpcs:npcOrb:9, Orb
customnpcs:npcOrb:10, Orb
customnpcs:npcOrb:11, Orb
customnpcs:npcOrb:12, Orb
customnpcs:npcOrb:13, Orb
customnpcs:npcOrb:14, Orb
customnpcs:npcOrb:15, Orb
customnpcs:npcMana, Mana
customnpcs:npcBrokenOrb:0, BrokenOrb
customnpcs:npcBrokenOrb:1, BrokenOrb
customnpcs:npcBrokenOrb:2, BrokenOrb
customnpcs:npcBrokenOrb:3, BrokenOrb
customnpcs:npcBrokenOrb:4, BrokenOrb
customnpcs:npcBrokenOrb:5, BrokenOrb
customnpcs:npcBrokenOrb:6, BrokenOrb
customnpcs:npcBrokenOrb:7, BrokenOrb
customnpcs:npcBrokenOrb:8, BrokenOrb
customnpcs:npcBrokenOrb:9, BrokenOrb
customnpcs:npcBrokenOrb:10, BrokenOrb
customnpcs:npcBrokenOrb:11, BrokenOrb
customnpcs:npcBrokenOrb:12, BrokenOrb
customnpcs:npcBrokenOrb:13, BrokenOrb
customnpcs:npcBrokenOrb:14, BrokenOrb
customnpcs:npcBrokenOrb:15, BrokenOrb
customnpcs:npcKunai, Kunai
customnpcs:npcReverseKunai, Reverse Kunai
customnpcs:npcShuriken, Shuriken
customnpcs:npcGiantShuriken, Giant Shuriken
customnpcs:npcKatana, Katana
customnpcs:npcKukri, Kukri
customnpcs:npcBronzeSword, Bronze Sword
customnpcs:npcEmeraldSword, Emerald Sword
customnpcs:npcDemonicSword, Demonic Sword
customnpcs:npcFrostSword, Frost Sword
customnpcs:npcMithrilSword, Mithril Sword
customnpcs:npcGolfClub, Golf Club
customnpcs:npcMagicWand, Magic Wand
customnpcs:npcChickenSword, Chicken Sword
customnpcs:npcHandCuffs, Handcuffs
customnpcs:npcHammer, Hammer
customnpcs:npcBaseballBat, Baseball Bat
customnpcs:npcLeadPipe, Lead Pipe
customnpcs:npcCleaver, Cleaver
customnpcs:npcSaber, Saber
customnpcs:npcHockeyStick, Hockey Stick
customnpcs:npcSledgeHammer, Sledgehammer
customnpcs:npcBrokenBottle, Broken Bottle
customnpcs:npcCombatKnive, Combat Knife
customnpcs:npcMacuahuitl, Macuahuitl
customnpcs:npcBoStaff, Bo Staff
customnpcs:npcSaiBlade, Sai Blade
customnpcs:npcSlingshot, Slingshot
customnpcs:npcMusket, Musket
customnpcs:npcLeafBlade, Leaf Blade
customnpcs:npcCrossbow, Crossbow
customnpcs:npcCrossBolt, Crossbow Bolt
customnpcs:npcBatton, Baton
customnpcs:npcGunChainsaw, GunChainsaw
customnpcs:npcRapier, Rapier
customnpcs:npcCrowbar, Crowbar
customnpcs:npcPipeWrench, Pipe Wrench
customnpcs:npcSwissArmyKnife, Swiss Army Knife
customnpcs:npcWrench, Wrench
customnpcs:npcExcalibur, Excalibur
customnpcs:npcWoodenShield, Round Wooden Shield
customnpcs:npcStoneShield, Round Stone Shield
customnpcs:npcIronShield, Round Iron Shield
customnpcs:npcGoldenShield, Round Golden Shield
customnpcs:npcDiaShield, Round Diamond Shield
customnpcs:npcBronzeShield, Round Bronze Shield
customnpcs:npcEmeraldShield, Round Emerald Shield
customnpcs:npcDemonicShield, Demonic Shield
customnpcs:npcFrostShield, Frost Shield
customnpcs:npcMithrilShield, Mithril Shield
customnpcs:npcFullWoodenShield, Wooden Shield
customnpcs:npcFullStoneShield, Stone Shield
customnpcs:npcFullIronShield, Iron Shield
customnpcs:npcFullGoldenShield, Golden Shield
customnpcs:npcFullDiaShield, Diamond Shield
customnpcs:npcFullBronzeShield, Bronze Shield
customnpcs:npcFullEmeraldShield, Emerald Shield
customnpcs:npcHeaterShield, Steel Heater Shield
customnpcs:npcCryscentShield, Steel Cryscent Shield
customnpcs:npcScutumShield, Steel Scutum Shield
customnpcs:npcTowerShield, Steel Tower Shield
customnpcs:npcWoodenSpear, Wooden Spear
customnpcs:npcStoneSpear, Stone Spear
customnpcs:npcIronSpear, Iron Spear
customnpcs:npcGoldenSpear, Golden Spear
customnpcs:npcDiamondSpear, Diamond Spear
customnpcs:npcBronzeSpear, Bronze Spear
customnpcs:npcEmeraldSpear, Emerald Spear
customnpcs:npcDemonicSpear, Demonic Spear
customnpcs:npcFrostSpear, Frost Spear
customnpcs:npcMithrilSpear, Mithril Spear
customnpcs:npcWoodenHalberd, Wooden Halberd
customnpcs:npcStoneHalberd, Stone Halberd
customnpcs:npcIronHalberd, Iron Halberd
customnpcs:npcGoldenHalberd, Golden Halberd
customnpcs:npcDiamondHalberd, Diamond Halberd
customnpcs:npcBronzeHalberd, Bronze Halberd
customnpcs:npcEmeraldHalberd, Emerald Halberd
customnpcs:npcDemonicHalberd, Demonic Halberd
customnpcs:npcFrostHalberd, Frost Halberd
customnpcs:npcMithrilHalberd, Mithril Halberd
customnpcs:npcWoodenBattleAxe, Wooden Battle Axe
customnpcs:npcStoneBattleAxe, Stone Battle Axe
customnpcs:npcIronBattleAxe, Iron Battle Axe
customnpcs:npcGoldenBattleAxe, Golden Battle Axe
customnpcs:npcDiamondBattleAxe, Diamond Battle Axe
customnpcs:npcBronzeBattleAxe, Bronze Battle Axe
customnpcs:npcEmeraldBattleAxe, Emerald Battle Axe
customnpcs:npcDemonicBattleAxe, Demonic Battle Axe
customnpcs:npcFrostBattleAxe, Frost Battle Axe
customnpcs:npcMithrilBattleAxe, Mithril Battle Axe
customnpcs:npcWoodenWarhammer, Wooden Warhammer
customnpcs:npcStoneWarhammer, Stone Warhammer
customnpcs:npcIronWarhammer, Iron Warhammer
customnpcs:npcGoldenWarhammer, Golden Warhammer
customnpcs:npcDiamondWarhammer, Diamond Warhammer
customnpcs:npcBronzeWarhammer, Bronze Warhammer
customnpcs:npcEmeraldWarhammer, Emerald Warhammer
customnpcs:npcDemonicWarhammer, Demonic Warhammer
customnpcs:npcFrostWarhammer, Frost Warhammer
customnpcs:npcMithrilWarhammer, Mithril Warhammer
customnpcs:npcWoodenMace, Wooden Mace
customnpcs:npcStoneMace, Stone Mace
customnpcs:npcIronMace, Iron Mace
customnpcs:npcGoldenMace, Golden Mace
customnpcs:npcDiamondMace, Diamond Mace
customnpcs:npcBronzeMace, Bronze Mace
customnpcs:npcEmeraldMace, Emerald Mace
customnpcs:npcDemonicMace, Demonic Mace
customnpcs:npcFrostMace, Frost Mace
customnpcs:npcMithrilMace, Mithril Mace
customnpcs:npcWoodenDagger, Wooden Dagger
customnpcs:npcWoodenReversedDagger, Reversed Wooden Dagger
customnpcs:npcStoneDagger, Stone Dagger
customnpcs:npcStoneReversedDagger, Reversed Stone Dagger
customnpcs:npcIronDagger, Iron Dagger
customnpcs:npcIronReversedDagger, Reversed Iron Dagger
customnpcs:npcGoldenDagger, Golden Dagger
customnpcs:npcGoldenReversedDagger, Reversed Golden Dagger
customnpcs:npcDiamondDagger, Diamond Dagger
customnpcs:npcDiamondReversedDagger, Reversed Diamond Dagger
customnpcs:npcBronzeDagger, Bronze Dagger
customnpcs:npcBronzeReversedDagger, Reversed Bronze Dagger
customnpcs:npcEmeraldDagger, Emerald Dagger
customnpcs:npcEmeraldReversedDagger, Reversed Emerald Dagger
customnpcs:npcDemonicDagger, Demonic Dagger
customnpcs:npcDemonicReversedDagger, Reversed Demonic Dagger
customnpcs:npcFrostDagger, Frost Dagger
customnpcs:npcFrostReversedDagger, Reversed Frost Dagger
customnpcs:npcMithrilDagger, Mithril Dagger
customnpcs:npcMithrilReversedDagger, Reversed Mithril Dagger
customnpcs:npcNinjaClaw, Ninja Claw
customnpcs:npcSteelClaw, Steel Claw
customnpcs:npcBearClaw, Bear Claw
customnpcs:npcKatar, Katar
customnpcs:npcWoodenStaff, Wooden Staff
customnpcs:npcStoneStaff, Stone Staff
customnpcs:npcIronStaff, Iron Staff
customnpcs:npcGoldenStaff, Golden Staff
customnpcs:npcDiamondStaff, Diamond Staff
customnpcs:npcBronzeStaff, Bronze Staff
customnpcs:npcEmeraldStaff, Emerald Staff
customnpcs:npcDemonicStaff, Demonic Staff
customnpcs:npcFrostStaff, Frost Staff
customnpcs:npcMithrilStaff, Mithril Staff
customnpcs:npcElementalStaff:0, Elemental Staff
customnpcs:npcElementalStaff:1, Elemental Staff
customnpcs:npcElementalStaff:2, Elemental Staff
customnpcs:npcElementalStaff:3, Elemental Staff
customnpcs:npcElementalStaff:4, Elemental Staff
customnpcs:npcElementalStaff:5, Elemental Staff
customnpcs:npcElementalStaff:6, Elemental Staff
customnpcs:npcElementalStaff:7, Elemental Staff
customnpcs:npcElementalStaff:8, Elemental Staff
customnpcs:npcElementalStaff:9, Elemental Staff
customnpcs:npcElementalStaff:10, Elemental Staff
customnpcs:npcElementalStaff:11, Elemental Staff
customnpcs:npcElementalStaff:12, Elemental Staff
customnpcs:npcElementalStaff:13, Elemental Staff
customnpcs:npcElementalStaff:14, Elemental Staff
customnpcs:npcElementalStaff:15, Elemental Staff
customnpcs:npcWoodenScythe, Wooden Scythe
customnpcs:npcStoneScythe, Stone Scythe
customnpcs:npcIronScythe, Iron Scythe
customnpcs:npcGoldenScythe, Golden Scythe
customnpcs:npcDiamondScythe, Diamond Scythe
customnpcs:npcEmeraldScythe, Emerald Scythe
customnpcs:npcBronzeScythe, Bronze Scythe
customnpcs:npcDemonicScythe, Demonic Scythe
customnpcs:npcFrostScythe, Frost Scythe
customnpcs:npcMithrilScythe, Mithril Scythe
customnpcs:npcWoodenGlaive, Wooden Glaive
customnpcs:npcStoneGlaive, Stone Glaive
customnpcs:npcIronGlaive, Iron Glaive
customnpcs:npcGoldenGlaive, Golden Glaive
customnpcs:npcDiamondGlaive, Diamond Glaive
customnpcs:npcBronzeGlaive, Bronze Glaive
customnpcs:npcEmeraldGlaive, Emerald Glaive
customnpcs:npcDemonicGlaive, Demonic Glaive
customnpcs:npcFrostGlaive, Frost Glaive
customnpcs:npcMithrilGlaive, Mithril Glaive
customnpcs:npcWoodenBroadsword, Wooden Broadsword
customnpcs:npcStoneBroadsword, Stone Broadsword
customnpcs:npcIronBroadsword, Iron Broadsword
customnpcs:npcGoldenBroadsword, Golden Broadsword
customnpcs:npcDiamondBroadsword, Diamond Broadsword
customnpcs:npcBronzeBroadsword, Bronze Broadsword
customnpcs:npcEmeraldBroadsword, Emerald Broadsword
customnpcs:npcDemonicBroadsword, Demonic Broadsword
customnpcs:npcFrostBroadsword, Frost Broadsword
customnpcs:npcMithrilBroadsword, Mithril Broadsword
customnpcs:npcCowleatherHead, Cowleather Helmet
customnpcs:npcCowleatherChest, Cowleather ChestPlate
customnpcs:npcCowleatherLegs, Cowleather Leggings
customnpcs:npcCowleatherBoots, Cowleather Boots
customnpcs:npcNanorumHead, Nanorum Helmet
customnpcs:npcNanorumChest, Nanorum ChestPlate
customnpcs:npcNanorumLegs, Nanorum Leggings
customnpcs:npcNanorumBoots, Nanorum Boots
customnpcs:npcTacticalHead, Tactical Helmet
customnpcs:npcTacticalChest, Tactical Vest
customnpcs:npcFullLeatherHead, Full Leather Helmet
customnpcs:npcFullLeatherChest, Full Leather ChestPlate
customnpcs:npcFullIronHead, Full Iron Helmet
customnpcs:npcFullIronChest, Full Iron ChestPlate
customnpcs:npcFullGoldHead, Full Gold Helmet
customnpcs:npcFullGoldChest, Full Gold ChestPlate
customnpcs:npcFullDiamondHead, Full Diamond Helmet
customnpcs:npcFullDiamondChest, Full Diamond ChestPlate
customnpcs:npcFullBronzeHead, Full Bronze Helmet
customnpcs:npcFullBronzeChest, Full Bronze ChestPlate
customnpcs:npcFullBronzeLeggings, Full Bronze Leggings
customnpcs:npcFullBronzeBoots, Full Bronze Boots
customnpcs:npcFullEmeraldHead, Full Emerald Helmet
customnpcs:npcFullEmeraldChest, Full Emerald ChestPlate
customnpcs:npcFullEmeraldLeggings, Full Emerald Leggings
customnpcs:npcFullEmeraldBoots, Full Emerald Boots
customnpcs:npcFullWoodenHead, Full Wooden Helmet
customnpcs:npcFullWoodenChest, Full Wooden ChestPlate
customnpcs:npcFullWoodenLeggings, Full Wooden Leggings
customnpcs:npcFullWoodenBoots, Full Wooden Boots
customnpcs:npcTuxedoChest, Tuxedo Chest
customnpcs:npcTuxedoPants, Tuxedo Pants
customnpcs:npcTuxedoBottom, Tuxedo Trenchcoat
customnpcs:npcWizardHead, Wizard Head
customnpcs:npcWizardChest, Wizard Chest
customnpcs:npcWizardPants, Wizard Leggings
customnpcs:npcAssassinHead, Assassins Helmet
customnpcs:npcAssassinChest, Assassins ChestPlate
customnpcs:npcAssassinLeggings, Assassins Leggings
customnpcs:npcAssassinBoots, Assassins Boots
customnpcs:npcSoldierHead, Soldier Helmet
customnpcs:npcSoldierChest, Soldier ChestPlate
customnpcs:npcSoldierLegs, Soldier Leggings
customnpcs:npcSoldierBottom, Soldier Trenchcoat
customnpcs:npcX407Head, X407 Prototype Helmet
customnpcs:npcX407Chest, X407 Prototype ChestPlate
customnpcs:npcX407Legs, X407 Prototype Leggings
customnpcs:npcX407Boots, X407 Prototype Boots
customnpcs:npcMithrilHead, Mithril Helmet
customnpcs:npcMithrilChest, Mithril ChestPlate
customnpcs:npcMithrilLegs, Mithril Leggings
customnpcs:npcMithrilBoots, Mithril Boots
customnpcs:npcDemonicHead, Demonic Helmet
customnpcs:npcDemonicChest, Demonic ChestPlate
customnpcs:npcDemonicLegs, Demonic Leggings
customnpcs:npcDemonicBoots, Demonic Boots
customnpcs:npcCommissarHead, Commissar Helmet
customnpcs:npcCommissarChest, Commissar ChestPlate
customnpcs:npcCommissarLegs, Commissar Leggings
customnpcs:npcCommissarBottom, Commissar Trenchcoat
customnpcs:npcInfantryHelmet, Infantry Helmet
customnpcs:npcOfficerChest, Officer ChestPlate
customnpcs:npcCrown2, Crown
customnpcs:npcCrown, Crown
customnpcs:npcPaperCrown, Paper Crown
customnpcs:npcNinjaHead, Ninja Head
customnpcs:npcNinjaChest, Ninja Chest
customnpcs:npcNinjaPants, Ninja Leggings
customnpcs:npcChainSkirt, Chain Skirt
customnpcs:npcLeatherSkirt, Leather Skirt
customnpcs:npcGoldSkirt, Golden Skirt
customnpcs:npcIronSkirt, Iron Skirt
customnpcs:npcDiamondSkirt, Diamond Skirt
customnpcs:npcEmeraldSkirt, Emerald Skirt
customnpcs:npcBronzeSkirt, Bronze Skirt
customnpcs:npcDemonicSkirt, Demonic Skirt
customnpcs:npcMithrilSkirt, Mithril Skirt
customnpcs:npcCoinWooden, Wooden Coin
customnpcs:npcCoinStone, Stone Coin
customnpcs:npcCoinBronze, Bronze Coin
customnpcs:npcCoinIron, Iron Coin
customnpcs:npcCoinGold, Golden Coin
customnpcs:npcCoinDiamond, Diamond Coin
customnpcs:npcCoinEmerald, Emerald Coin
customnpcs:npcAncientCoin, Ancient Coin
customnpcs:npcLetter, Letter
customnpcs:npcPlans, Plans
customnpcs:npcSatchel, Satchel
customnpcs:npcBag, Bag
customnpcs:npcCrystal, Crystal
